address,in_cluster_with_risky,max_daily_tx_count,small_transfer_count,idle_days,contract_interactions_count,time_since_last_tx,token_diversity,token_holdings_count,balance_eth,tx_count,tx_in_count,tx_out_count,avg_tx_value,max_tx_value,activity_days,label,is_mixer
0x4307e7d64a0f936bb719dda5ca177f493f846228,0,4.0,3.0,1.0,0,217802063.0,0.0,0.54731775,1.093659,3.0,3.0,1,0.54731775,1.093659,-1.0,Dodgy,False
0x46ba8394210eb32e50943bc963e300ed8b804d30,0,21.0,12.0,9.0,0,158861476.0,0.0,0.6522080551119572,2.0,8.0,12.0,9,0.65220806,2.0,-1.0,Dodgy,False
0xa863c0bcb9b3b5ea0b8b1d1f47b5533eb4235e11,0,4.0,2.0,2.0,0,181652205.0,0.0,0.0219920835140413,0.0401723440561652,4.0,2.0,2,0.02199208,0.04017234,-1.0,Dodgy,False
0xc859d7753a0295d8b88be34014a4956e15a2b745,0,72.0,33.0,39.0,1,11995391.0,0.0,3.395491465062687,100.0,36.0,33.0,39,3.39549147,100.0,-1.0,Dodgy,False
0x148426fdc4c8a51b96b4bed827907b5fa6491ad0,1,96.0,19.0,77.0,94,3754874.0,13.0,0.6887500000000001,50.0,5.0,19.0,77,8.265,50.0,-1.0,Dodgy,False
0x4f4e0f2cb72e718fc0433222768c57e823162152,1,75.0,74.0,0.0,75,168182851.0,7.0,0.2133333333333333,10.0,4.0,74.0,0,4.0,10.0,-1.0,Dodgy,False
0x296e3345e3da85181ff279dd36e6054d73da3717,1,4.0,0.0,4.0,3,168512648.0,2.0,0.025,0.1,1.0,0.0,4,0.1,0.1,-1.0,Dodgy,False
0xb8c6ad5fe7cb6cc72f2c4196dca11fbb272a8cbf,1,11.0,2.0,9.0,5,168071219.0,8.0,216.58837832181817,2370.0,3.0,2.0,9,397.07869359,2370.0,-1.0,Dodgy,False
0x360f85f0b74326cddff33a812b05353bc537747b,1,10.0,9.0,0.0,6,168183171.0,3.0,0.022,0.1,2.0,9.0,0,0.055,0.1,-1.0,Dodgy,False
0x281d05cc399a66e05b836489a4cb9b0f2defd609,0,0.0,0.0,0.0,0,189621259.93508056,0.0,0.0,0.0,0.0,,0,0.0,-1.0,-1.0,Dodgy,False
0xb1fae12d295246a73ea6e89699a6576afe669d81,1,20.0,5.0,15.0,0,189358838.0,0.0,0.4306871709976406,2.499811,14.0,5.0,15,0.43068717,2.499811,-1.0,Dodgy,False
0x5714b032c1f3bd2c31465173c2bf9951f6f673a6,0,0.0,0.0,0.0,0,189621259.93508056,0.0,0.0,0.0,0.0,,0,0.0,-1.0,-1.0,Dodgy,False
0x2a206bca8ee7c324af1b67ae05373a59a3d4502d,0,16.0,15.0,1.0,0,217818890.0,1.0,1.56202397125,12.49,4.0,15.0,1,1.56202397,12.49,-1.0,Dodgy,False
0x3f92555d98ccee1822565f8b4e0c8bf406ebb674,0,5.0,4.0,1.0,0,204816040.0,1.0,2.392021426,5.97,2.0,4.0,1,2.39202143,5.97,-1.0,Dodgy,False
0x8105ed8a3be363e32c91a0904cd59e0f843d7123,0,2.0,1.0,0.0,1,198022932.0,0.0,0.025,0.05,1.0,1.0,0,0.05,0.05,-1.0,Dodgy,False
0x0669398307efefb60030ff328a0cb6a3a840182c,0,43.0,42.0,0.0,17,195167580.0,1.0,2.033402448840131,13.0,13.0,42.0,0,3.49745221,13.0,-1.0,Dodgy,False
0x70a1d170d055d0b5edda1056747119550cfc40cc,0,2.0,1.0,1.0,0,197174751.0,0.0,0.38651878,0.38658178,2.0,1.0,1,0.38651878,0.38658178,-1.0,Dodgy,False
0xfad17c9da2bebf758e3bc0c99d1abe8af7e96ed1,0,7.0,5.0,2.0,0,219876953.0,5.0,1.490043835502029,5.0,5.0,5.0,2,1.49004384,5.0,-1.0,Dodgy,False
0x5d156ef9b1f8bbc3ce1eff16a3834e8cb3543c41,0,0.0,0.0,0.0,0,189621259.93508056,0.0,0.0,0.0,0.0,,0,0.0,-1.0,-1.0,Dodgy,False
0x4da9608f15c504a2b5c46491d9ccf257c5e2ff71,0,11.0,10.0,1.0,0,229116306.0,4.0,4.206285038254546,23.1343472104,5.0,10.0,1,4.20628504,23.13434721,-1.0,Dodgy,False
0x32a4bbfa9f55cadeb0b8f33b2d9499c524987f40,0,0.0,0.0,0.0,0,189621259.93508056,0.0,0.0,0.0,0.0,,0,0.0,-1.0,-1.0,Dodgy,False
0x17bd6f815fb71a77dc20e12177c4d763a3f67632,0,2.0,1.0,1.0,0,243988431.0,0.0,0.9997795,1.0,1.0,1.0,1,0.9997795,1.0,-1.0,Dodgy,False
